Product.Code,Labeler.Code,Substance.Name,Strength,DEA.Schedule,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed
1407,00781,HYDROXYCHLOROQUINE SULFATE,200,Not Control,1390707.85,1373335.31,17372.54
1407,00781,HYDROXYCHLOROQUINE SULFATE,200,Not Control,1390707.85,1373335.31,17372.54
1408,00115,METHYLTESTOSTERONE,10,CIII,59686.63,55829.88,3856.75
1410,00456,NEBIVOLOL HYDROCHLORIDE,10,Not Control,2907289.35,2827566.85,79722.5
1411,00378,VERAPAMIL HYDROCHLORIDE,240,Not Control,108517.22,106473.06,2044.16
1412,00407,IOHEXOL,518,Not Control,31965.32,30038.21,1927.11
1412,00407,IOHEXOL,240,Not Control,31965.32,30038.21,1927.11
1413,00378,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,20; 12.5,Not Control,651694.12,550838.43,100855.69
1414,00407,IOHEXOL,350,Not Control,275806,242490.54,33315.46
1414,00407,IOHEXOL,755,Not Control,275806,242490.54,33315.46
1414,00407,IOHEXOL,350,Not Control,275806,242490.54,33315.46
1414,00407,IOHEXOL,350,Not Control,275806,242490.54,33315.46
1414,00407,IOHEXOL,350,Not Control,275806,242490.54,33315.46
1414,00407,IOHEXOL,350,Not Control,275806,242490.54,33315.46
1417,00085,TEMOZOLOMIDE,250,Not Control,74076.99,73764.78,312.21
1418,00378,LOSARTAN POTASSIUM; HYDROCHLOROTHIAZIDE,50; 12.5,Not Control,97.55,97.55,0
1419,00378,LOSARTAN POTASSIUM; HYDROCHLOROTHIAZIDE,100; 12.5,Not Control,491.03000000000003,491.03000000000003,0
1420,00456,NEBIVOLOL HYDROCHLORIDE,20,Not Control,757562.05,739416.35,18145.7
1421,00025,DICLOFENAC SODIUM; MISOPROSTOL,75; 200,Not Control,13678.220000000001,13644.970000000001,33.25
1422,00378,OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE,40; 12.5,Not Control,949584.36,922451.52,27132.84
1425,00527,MORPHINE SULFATE,100,CII,304798.31,296642.66000000003,8155.65
1426,00527,OXYCODONE HYDROCHLORIDE,100,CII,105798.08,95348.68000000001,10449.4
1428,NA,NA,NA,NA,36416.99,36409.99,7
1430,00378,NICARDIPINE HYDROCHLORIDE,30,Not Control,4150.12,4147.12,3
1431,00065,POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL,4; 3,Not Control,82283.01,81331.99,951.02
1432,00065,POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL,4; 3,Not Control,774.76,740.3599999999999,34.4
1433,00002,DULAGLUTIDE,0.75,Not Control,12306450.1,12097470.600000001,208979.5
1434,00002,DULAGLUTIDE,1.5,Not Control,14044534.52,13700971.049999999,343563.47
1435,00228,LAMOTRIGINE,50,Not Control,613631.12,596296.8,17334.32
1436,00781,FLUPHENAZINE HYDROCHLORIDE,1,Not Control,4407.5,4375.45,32.05
1437,00781,FLUPHENAZINE HYDROCHLORIDE,2.5,Not Control,3969.2799999999997,3924.18,45.1
1438,00115,DUTASTERIDE,0.5,Not Control,34583.01,34403.55,179.46
1439,00781,FLUPHENAZINE HYDROCHLORIDE,10,Not Control,18181.31,18091.18,90.13
1443,00409,NOREPINEPHRINE BITARTRATE,1,Not Control,508.59,508.59,0
1443,00409,NOREPINEPHRINE BITARTRATE,1,Not Control,508.59,508.59,0
1445,00406,METHYLPHENIDATE HYDROCHLORIDE,10,CII,6166965.4,6086734.12,80231.28
1446,00781,FUROSEMIDE,80,Not Control,137072.71,130991.9,6080.81
1449,00603,"VITAMIN A PALMITATE; ASCORBIC ACID; CHOLECALCIFEROL; .ALPHA.-TOCOPHEROL ACETATE, DL-; THIAMINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; CYANOCOBALAMIN; SODIUM FLUORIDE",1500; 35; 400; 5; .5; .6; 8; .4; 2; .25,Not Control,612365.5,609140.62,3224.8799999999997
1450,00378,LITHIUM CARBONATE,450,Not Control,462639.60000000003,453225.61,9413.99
1451,00025,MISOPROSTOL,100,Not Control,296.24,296.24,0
1452,00781,GLIPIZIDE,5,Not Control,702376.58,689667.6,12708.98
1453,00781,GLIPIZIDE,10,Not Control,1792748.73,1710027.05,82721.68
1454,00378,ESTRADIOL,1,Not Control,166009.88,162500.88,3509
1455,00143,PHENOBARBITAL,60,CIV,95334.1,92651.1,2683
1458,00378,ESTRADIOL,2,Not Control,182276.86,179123.69,3153.17
1459,00115,FENOFIBRIC ACID,45,Not Control,21742.09,21603.5,138.59
1460,NA,NA,NA,NA,1302612.56,1299429.2,3183.36
1461,00085,MOMETASONE FUROATE,110,Not Control,4388234.73,4277072.7299999995,111162
1463,00409,NALBUPHINE HYDROCHLORIDE,10,Not Control,224660.79,166216.85,58443.94
1463,00409,NALBUPHINE HYDROCHLORIDE,10,Not Control,224660.79,166216.85,58443.94
1464,00409,NALBUPHINE HYDROCHLORIDE,10,Not Control,15462.15,11169.77,4292.38
1465,NA,NA,NA,NA,43301.23,38845.98,4455.25
1467,00409,NALBUPHINE HYDROCHLORIDE,20,Not Control,40853.02,30090.23,10762.79
1468,00115,LIDOCAINE; PRILOCAINE,25; 25,Not Control,4576198.55,4530799.43,45399.12
1469,NA,NA,NA,NA,53433.57,53247.05,186.52
1470,NA,NA,NA,NA,106432.23,106212.9,219.32999999999998
1471,NA,NA,NA,NA,21645.18,21642.07,3.11
1472,NA,NA,NA,NA,9317.43,9262.92,54.51
1473,00115,FLUTICASONE PROPIONATE,0.5,Not Control,4044875.06,3948825.21,96049.85
1474,00115,METRONIDAZOLE,7.5,Not Control,368888.12,366189.06,2699.06
1475,00310,LESINURAD,200,Not Control,217645.09,215813.69,1831.4
1476,NA,NA,NA,NA,7668.05,7510.8,157.25
1477,NA,NA,NA,NA,49699.7,1305.3999999999999,48394.299999999996
1481,00603,NYSTATIN,100000,Not Control,702362.89,693715.78,8647.11
1482,NA,NA,NA,NA,181.84,181.84,0
1483,00115,DICLOFENAC SODIUM,30,Not Control,8942192.22,8884431.35,57760.87
1486,00781,AMITRIPTYLINE HYDROCHLORIDE,10,Not Control,1107828.88,1082077.76,25751.12
1487,00781,AMITRIPTYLINE HYDROCHLORIDE,25,Not Control,2736581.84,2672137.64,64444.200000000004
1488,00115,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,3.75; 3.75; 3.75; 3.75,CII,3370852.92,3302270.52,68582.4
1489,00781,AMITRIPTYLINE HYDROCHLORIDE,75,Not Control,6480835.21,6334571.79,146263.42
1490,00781,AMITRIPTYLINE HYDROCHLORIDE,100,Not Control,3043235,2977748.42,65486.58
1491,00115,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,7.5; 7.5; 7.5; 7.5,CII,6009047.08,5885714.92,123332.16
1495,00641,PROMETHAZINE HYDROCHLORIDE,25,Not Control,325514.82,212210.9,113303.92
1496,00641,PROMETHAZINE HYDROCHLORIDE,50,Not Control,1814747.93,1770267.61,44480.32
1497,00781,AZITHROMYCIN MONOHYDRATE,600,Not Control,19457.96,19338.96,119
1500,00536,PSYLLIUM HUSK,0.52,Not Control,292276.46,283577.69,8698.77
1501,61958,SOFOSBUVIR,400,Not Control,32449035.91,32002509.7,446526.21
1506,00781,ATENOLOL,50,Not Control,580762.25,555391.52,25370.73
1507,00781,ATENOLOL,100,Not Control,251748.81,241071.2,10677.61
1508,00603,PHENOBARBITAL,20,CIV,2294893.27,2175197.79,119695.48
1510,00264,DEXTROSE MONOHYDRATE,50,Not Control,2761312.12,2311514.62,449797.5
1512,00456,MILNACIPRAN HYDROCHLORIDE,12.5,Not Control,307118.98,304962.1,2156.88
1513,NA,NA,NA,NA,14890.51,14890.51,0
1515,59762,CELECOXIB,50,Not Control,4582.36,4578.7,3.66
1516,59762,CELECOXIB,100,Not Control,283535.83,281634,1901.83
1517,59762,CELECOXIB,200,Not Control,329397.7,327298.15,2099.55
1518,59762,CELECOXIB,400,Not Control,45112.22,44885.03,227.19
1519,00085,TEMOZOLOMIDE,20,Not Control,11264.06,11190.49,73.57
1520,59762,AMLODIPINE BESYLATE,2.5,Not Control,384847.37,381885.84,2961.53
1522,00115,FENOFIBRATE,40,Not Control,3754.8,3753.8,1
1523,00115,FENOFIBRATE,120,Not Control,173502.04,171452.63,2049.41
1524,00115,URSODIOL,250,Not Control,20747.98,20368.5,379.48
1525,00025,CELECOXIB,200,Not Control,3639027.88,3598435.8000000003,40592.08
1526,00781,POTASSIUM CHLORIDE,750,Not Control,2252616.58,2153969.39,98647.19
1527,00029,MUPIROCIN CALCIUM,20,Not Control,474123.02,439581.86,34541.159999999996
1528,00115,LAMOTRIGINE,100,Not Control,620661.59,550066.19,70595.4
1529,00115,LAMOTRIGINE,200,Not Control,241025.01,225643.96,15381.050000000001
1530,59762,AMLODIPINE BESYLATE,5,Not Control,125168.67,116394.3,8774.37
1531,69238,NA,NA,Not Control,7823.83,7823.83,0
1534,NA,NA,NA,NA,2879.7799999999997,2873.7799999999997,6
1539,00409,LORAZEPAM,4,CIV,4528.59,51.71,4476.88
1540,00069,AMLODIPINE BESYLATE,10,Not Control,227761.23,223306.97,4454.26
1542,00603,POTASSIUM CHLORIDE,20,Not Control,6700143.8,6486797.02,213346.78
1543,00603,POTASSIUM CHLORIDE,40,Not Control,1890293.38,1834913.28,55380.1
1550,00456,MILNACIPRAN HYDROCHLORIDE,50,Not Control,4331988.14,4240611.86,91376.28
1552,00527,BUTALBITAL; ASPIRIN; CAFFEINE,50; 325; 40,CIII,685942.68,675021.11,10921.57
1554,00603,POTASSIUM CHLORIDE,1.5,Not Control,1277009.59,1252099.61,24909.98
1556,00781,ISOSORBIDE DINITRATE,10,Not Control,228248.65,224731.78,3516.8700000000003
1557,00115,OXYCODONE HYDROCHLORIDE,15,CII,2294.24,2277.64,16.6
1558,00115,OXYCODONE HYDROCHLORIDE,20,CII,20133.23,20092.28,40.95
1559,00409,BUPIVACAINE HYDROCHLORIDE,2.5,Not Control,36450.79,31735.87,4714.92
1560,00378,PHENYTOIN SODIUM,100,Not Control,1547626.07,1524387.03,23239.04
1562,00115,OXYCODONE HYDROCHLORIDE,80,CII,46729.46,45855.54,873.92
1564,00074,VALPROATE SODIUM,100,Not Control,16515.82,15422.779999999999,1093.04
1567,00603,PREDNISOLONE,15,Not Control,2240235.6999999997,2224232.82,16002.88
1570,00378,TERAZOSIN HYDROCHLORIDE ANHYDROUS,10,Not Control,21705.33,20867.29,838.04
1575,00378,PIOGLITAZONE HYDROCHLORIDE; METFORMIN HYDROCHLORIDE,15; 850,Not Control,94602.85,94143.62,459.22999999999996
1576,00121,METOCLOPRAMIDE HYDROCHLORIDE,5,Not Control,914.46,898.34,16.12
1580,00228,LAMOTRIGINE,300,Not Control,872146.03,849007.51,23138.52
1582,00409,BUPIVACAINE HYDROCHLORIDE,7.5,Not Control,1257.26,1239.6200000000001,17.64
1584,00603,PROMETHAZINE HYDROCHLORIDE,6.25,Not Control,714279.53,709517.85,4761.68
1585,00603,PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE,6.25; 10,CV,1542320.3599999999,1516879.83,25440.53
1586,00603,DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE,15; 6.25,Not Control,4187142.51,4143816.98,43325.53
1587,00603,PROMETHAZINE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,6.25; 5,Not Control,1298546.62,1291673.93,6872.6900000000005
1588,00603,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,10; 6.25; 5,CV,635928.6,630415.61,5512.99
1596,00024,PRIMAQUINE PHOSPHATE,15,Not Control,936.65,933.65,3
1599,00781,SPIRONOLACTONE,25,Not Control,13904.97,13726.13,178.84
1605,00259,BOTULINUM TOXIN TYPE A,50,Not Control,50228.76,32739.88,17488.879999999997
1610,00259,BOTULINUM TOXIN TYPE A,100,Not Control,1534814.52,1290926.87,243887.65
1611,00003,ENTECAVIR,0.5,Not Control,2482612.4,2461724.57,20887.829999999998
1612,00003,ENTECAVIR,1,Not Control,1029185.37,1024473.12,4712.25
1614,00003,ENTECAVIR,0.05,Not Control,56035.65,53314.16,2721.49
1620,00378,DICYCLOMINE HYDROCHLORIDE,20,Not Control,953529.9400000001,919617.73,33912.21
1623,00409,BUTORPHANOL TARTRATE,1,CIV,37746.72,35056.8,2689.92
1626,00409,BUTORPHANOL TARTRATE,2,CIV,55640.28,26791.149999999998,28849.13
1626,00409,BUTORPHANOL TARTRATE,2,CIV,55640.28,26791.149999999998,28849.13
1630,00409,ATROPINE SULFATE,0.1,Not Control,12236.1,9448.380000000001,2787.7200000000003
1631,00409,CALCIUM CHLORIDE,100,Not Control,3926.48,3700.89,225.59
1632,00527,TRIAMTERENE; HYDROCHLOROTHIAZIDE,37.5; 25,Not Control,198552.78,194843.87,3708.91
1635,00781,ISOSORBIDE DINITRATE,5,Not Control,37953.020000000004,37577.88,375.14
1638,00527,LEVOTHYROXINE SODIUM,0.137,Not Control,797383.1,781011.55,16371.55
1639,00409,FUROSEMIDE,10,Not Control,9644.45,1850.24,7794.21
1640,00378,VORICONAZOLE,200,Not Control,36907.74,35985.19,922.55
1643,00115,NITROFURANTOIN,50,Not Control,1725.8899999999999,1703.79,22.1
1645,00115,NITROFURANTOIN,100,Not Control,5686.11,5658.36,27.75
1646,00115,DESMOPRESSIN ACETATE,0.1,Not Control,36237.26,34984.04,1253.22
1647,00115,DESMOPRESSIN ACETATE,0.2,Not Control,306928.46,300842.64,6085.820000000001
1650,00378,NITROFURANTOIN,50,Not Control,160382.28,155542.69999999998,4839.58
1651,00115,METOCLOPRAMIDE HYDROCHLORIDE,10,Not Control,70631.19,69964.52,666.67
1652,00115,METOCLOPRAMIDE HYDROCHLORIDE,5,Not Control,23610.82,22212.06,1398.76
1653,00115,MIRTAZAPINE,15,Not Control,447.05,439.75,7.3
1654,00115,MIRTAZAPINE,30,Not Control,500.37,500.37,0
1655,00781,PENICILLIN V POTASSIUM,500,Not Control,290066.27,284419.54,5646.73
1657,00115,NABUMETONE,500,Not Control,32400.27,31510.45,889.82
1658,00074,PARICALCITOL,5,Not Control,7351847.54,1581427.66,5770419.88
1659,00115,PROPRANOLOL HYDROCHLORIDE,10,Not Control,775579.01,762009.1799999999,13569.83
1660,00115,PROPRANOLOL HYDROCHLORIDE,20,Not Control,525396.17,515302.22,10093.95
1661,00115,PROPRANOLOL HYDROCHLORIDE,40,Not Control,455481.3,448364.88,7116.42
1662,00115,PROPRANOLOL HYDROCHLORIDE,80,Not Control,40601.99,39623.43,978.56
1665,00378,TIZANIDINE HYDROCHLORIDE,2,Not Control,4142.8,4142.8,0
1668,NA,NA,NA,NA,1089.4,1089.4,0
1670,00115,HYDROXYZINE PAMOATE,25,Not Control,7544.5199999999995,7146.0199999999995,398.5
1671,00115,HYDROXYZINE PAMOATE,50,Not Control,3759.24,3725.04,34.2
1679,00115,ALENDRONATE SODIUM,35,Not Control,32185.95,28603.73,3582.22
1681,00115,ALENDRONATE SODIUM,70,Not Control,86510.63,85005.61,1505.02
1682,00115,DEXMETHYLPHENIDATE HYDROCHLORIDE,5,CII,535221.64,524277.47,10944.17
1683,00781,CETIRIZINE HYDROCHLORIDE,5,Not Control,20433.01,20428.01,5
1684,00115,DEXMETHYLPHENIDATE HYDROCHLORIDE,15,CII,215288.37,210224.11000000002,5064.26
1686,00115,DEXMETHYLPHENIDATE HYDROCHLORIDE,30,CII,160540.35,152788.30000000002,7752.05
1690,00115,BUSPIRONE HYDROCHLORIDE,5,Not Control,8281.17,8217.78,63.38999999999999
1691,00115,BUSPIRONE HYDROCHLORIDE,10,Not Control,121765.12,120120.19,1644.93
1692,00115,BUSPIRONE HYDROCHLORIDE,15,Not Control,199349.13,195825.63999999998,3523.49
1693,00115,PROPRANOLOL HYDROCHLORIDE,60,Not Control,6318.05,6223.49,94.56
1695,00527,BUTALBITAL; ACETAMINOPHEN; CAFFEINE,50; 325; 40,Not Control,2027854.73,2003447.65,24407.08
1698,00527,CODEINE SULFATE,30,CII,13252.08,13016.26,235.82000000000002
1699,00527,CODEINE SULFATE,60,CII,4540.25,4473.66,66.59
1700,00378,NITROFURANTOIN,100,Not Control,1211900.68,1187625.75,24274.93
1702,00955,ZOLPIDEM TARTRATE,6.25,CIV,562183.81,561880.77,303.04
1703,00955,ZOLPIDEM TARTRATE,12.5,CIV,210550.32,206866.5,3683.82
1704,00187,PHYTONADIONE,5,Not Control,13716115.31,12863628.72,852486.5900000001
1708,00032,PROGESTERONE,100,Not Control,1878.54,1808.42,70.12
1710,59762,EPLERENONE,25,Not Control,237934.44999999998,235497.95,2436.5
1711,00032,PROGESTERONE,200,Not Control,9835.59,8668.18,1167.41
1712,00093,WARFARIN SODIUM,1,Not Control,294863.18,283216.89,11646.29
1713,00093,WARFARIN SODIUM,2,Not Control,247109.35,234998.11000000002,12111.24
1714,00093,WARFARIN SODIUM,2.5,Not Control,209576.14,199340.22,10235.92
1715,00093,WARFARIN SODIUM,3,Not Control,204159.99,197907.46,6252.53
1716,00093,WARFARIN SODIUM,4,Not Control,251817.92,245049.45,6768.47
1718,00093,WARFARIN SODIUM,6,Not Control,146319.15,143063.41,3255.7400000000002
1719,00093,WARFARIN SODIUM,7.5,Not Control,165041.76,161073.33,3968.43
1720,00093,WARFARIN SODIUM,10,Not Control,301950.65,294663.22,7287.43
1721,00093,WARFARIN SODIUM,5,Not Control,1029128.51,988249.48,40879.03
1722,00378,AMLODIPINE BESYLATE; VALSARTAN,10; 160,Not Control,24370.87,22704.07,1666.8
1723,00378,AMLODIPINE BESYLATE; VALSARTAN,5; 320,Not Control,19615.39,19257.82,357.57
1724,00378,AMLODIPINE BESYLATE; VALSARTAN,10; 320,Not Control,34696.61,32194.6,2502.01
1725,00955,OXALIPLATIN,5,Not Control,106735.1,95403.41,11331.69
1727,00955,OXALIPLATIN,5,Not Control,335259.19,140310.72,194948.47
1730,00378,URSODIOL,300,Not Control,703723.66,691672.92,12050.74
1731,00955,OXALIPLATIN,5,Not Control,30139.52,24353.100000000002,5786.42
1732,NA,NA,NA,NA,27910.54,27900.3,10.24
1733,NA,NA,NA,NA,181274.12,181094.88999999998,179.23000000000002
1735,00955,LEFLUNOMIDE,10,Not Control,431730.24,425301.11,6429.13
1736,00472,MICONAZOLE NITRATE,100,Not Control,16689.61,16205.67,483.94
1737,00955,LEFLUNOMIDE,20,Not Control,1229332.66,1202157.9,27174.760000000002
1738,00472,MICONAZOLE NITRATE,200,Not Control,164800.11,163527.08,1273.03
1743,00378,CIPROFLOXACIN HYDROCHLORIDE; CIPROFLOXACIN,287.5; 212.6,Not Control,20885.489999999998,19891.38,994.11
1744,00121,GUAIFENESIN,100,Not Control,11540.4,11203.53,336.87
1745,00378,CIPROFLOXACIN HYDROCHLORIDE; CIPROFLOXACIN,574.9; 425.2,Not Control,2184.9,2177.9,7
1746,00409,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,2.5; .0091,Not Control,61641.7,57910.95,3730.75
1749,00409,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,5; .0091,Not Control,31795.48,23804.02,7991.46
1750,00065,NEPAFENAC,3,Not Control,1173042.97,1131088.91,41954.06
1752,00409,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,2.5; .0091,Not Control,9726.570000000002,904.27,8822.3
1754,00409,MAGNESIUM SULFATE HEPTAHYDRATE,500,Not Control,50955.700000000004,1454.17,49501.53
1755,00409,BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,5; .0091,Not Control,1137.25,1091.02,46.23
1760,00121,ALUMINUM HYDROXIDE; MAGNESIUM HYDROXIDE,200; 200,Not Control,1337.59,1213.41,124.18
1761,00121,ALUMINUM HYDROXIDE; MAGNESIUM HYDROXIDE; DIMETHICONE,200; 200; 20,Not Control,67281.73999999999,41586.47,25695.27
1762,00781,IMIPRAMINE HYDROCHLORIDE,10,Not Control,164256.01,52941.43,111314.58
1763,00143,TRIHEXYPHENIDYL HYDROCHLORIDE,5,Not Control,484.64,482.03999999999996,2.6
1764,00781,IMIPRAMINE HYDROCHLORIDE,25,Not Control,42415.42,41779.02,636.4
1766,00781,IMIPRAMINE HYDROCHLORIDE,50,Not Control,63613.09,62402.44,1210.65
1768,00527,DIAZEPAM,5,CIV,25060.78,22930.34,2130.44
1769,00143,ISOSORBIDE DINITRATE,5,Not Control,95485.36,94577.06,908.3
1771,00143,ISOSORBIDE DINITRATE,10,Not Control,283378.1,281421.9,1956.2
1772,00143,ISOSORBIDE DINITRATE,20,Not Control,299919.79,296737.28,3182.51
1775,00121,GUAIFENESIN; CODEINE PHOSPHATE,100; 10,CV,5755.29,5648.7699999999995,106.52
1778,00409,METOPROLOL TARTRATE,1,Not Control,6053.96,4456.34,1597.6200000000001
1778,00409,METOPROLOL TARTRATE,1,Not Control,6053.96,4456.34,1597.6200000000001
1781,00121,ACETAMINOPHEN,160,Not Control,10073.27,8814.09,1259.18
1781,00121,ACETAMINOPHEN,160,Not Control,10073.27,8814.09,1259.18
1782,00409,NALOXONE HYDROCHLORIDE,0.4,Not Control,20918.8,20474.12,444.68
1783,00472,DICLOFENAC SODIUM,30,Not Control,610859.8,610453.6,406.2
1785,00603,VITAMIN A PALMITATE; ASCORBIC ACID; CHOLECALCIFEROL; SODIUM FLUORIDE,1500; 35; 400; .25,Not Control,120826.5,120540.33,286.17
1786,00603,VITAMIN A PALMITATE; ASCORBIC ACID; CHOLECALCIFEROL; SODIUM FLUORIDE,1500; 35; 400; .5,Not Control,44891.51,44869.63,21.88
1787,00143,BUTALBITAL; ACETAMINOPHEN; CAFFEINE,50; 325; 40,Not Control,3058501.1799999997,2976372.24,82128.94
1788,00527,FLUPHENAZINE HYDROCHLORIDE,1,Not Control,301608.41,300522.01,1086.4
1789,00527,FLUPHENAZINE HYDROCHLORIDE,2.5,Not Control,1008915.3200000001,999528.84,9386.48
1790,00527,FLUPHENAZINE HYDROCHLORIDE,5,Not Control,4323667.59,4288635.11,35032.479999999996
1791,00527,FLUPHENAZINE HYDROCHLORIDE,10,Not Control,4713083.5,4662257.82,50825.68
1800,00378,LEVOTHYROXINE SODIUM,25,Not Control,6219701.95,4608879.21,1610822.74
1801,00224,PSYLLIUM HUSK,6,Not Control,683637657.47,681788759.79,1848897.68
1803,00378,LEVOTHYROXINE SODIUM,50,Not Control,4934912.92,4811183.93,123728.99
1805,00378,LEVOTHYROXINE SODIUM,75,Not Control,4266875.05,4160793.74,106081.31
1807,00378,LEVOTHYROXINE SODIUM,88,Not Control,1985473.95,1932847.24,52626.71
1809,00378,LEVOTHYROXINE SODIUM,100,Not Control,3854363.57,3761889.77,92473.8
1810,00536,BISMUTH SUBSALICYLATE,262,Not Control,114119.53,112187.22,1932.31
1811,00378,LEVOTHYROXINE SODIUM,112,Not Control,1887703.83,1838400.29,49303.54
1812,NA,NA,NA,NA,2068.58,2068.58,0
1813,00378,LEVOTHYROXINE SODIUM,125,Not Control,2915533.88,2844667.78,70866.1
1815,00378,LEVOTHYROXINE SODIUM,150,Not Control,2213288.93,2161697.32,51591.61
1817,00378,LEVOTHYROXINE SODIUM,175,Not Control,1477726.67,1444588.02,33138.65
1818,00781,FUROSEMIDE,20,Not Control,723038.42,695996.98,27041.44
1819,00378,LEVOTHYROXINE SODIUM,200,Not Control,1437807.9,1409042.33,28765.57
1821,00378,LEVOTHYROXINE SODIUM,300,Not Control,193281.21,190392.38,2888.83
1822,00224,PSYLLIUM HUSK,3.4,Not Control,3947.37,3909.9700000000003,37.4
1823,00378,LEVOTHYROXINE SODIUM,137,Not Control,1113241.08,1085643.1400000001,27597.94
1830,00781,PROMETHAZINE HYDROCHLORIDE,25,Not Control,45640.52,44645.85,994.67
1831,00781,AMOXICILLIN; CLAVULANATE POTASSIUM,500; 125,Not Control,31817.2,31582.14,235.06
1832,00781,PROMETHAZINE HYDROCHLORIDE,50,Not Control,21985.16,21310.86,674.3
1833,00169,INSULIN HUMAN,100,Not Control,5266095.16,5132498.05,133597.11
1834,00169,INSULIN HUMAN,100,Not Control,5635682.42,5485623.93,150058.49
1836,00121,IBUPROFEN,100,Not Control,1496.31,1494.35,1.96
1837,00169,INSULIN HUMAN,100,Not Control,11189726.16,11043580.49,146145.67
1841,00603,VALPROIC ACID,250,Not Control,1014421.22,983462.76,30958.46
1847,00224,PSYLLIUM HUSK,20,Not Control,706.8900000000001,684.99,21.9
1849,58468,NA,NA,Not Control,1853834.35,857910.02,995924.33
1850,00536,PSEUDOEPHEDRINE HYDROCHLORIDE,30,Not Control,38762.15,38641.880000000005,120.27
1851,NA,NA,NA,NA,2908.24,2908.24,0
1852,NA,NA,NA,NA,5734175.01,5608742.35,125432.66
1853,NA,NA,NA,NA,1690.92,1650.77,40.15
1855,NA,NA,NA,NA,23708.71,23390.78,317.93
1859,00527,SUMATRIPTAN,20,Not Control,420351.9,414937.85,5414.05
1874,00781,AMOXICILLIN; CLAVULANATE POTASSIUM,250; 125,Not Control,229824.33,224730.54,5093.79
1875,00536,PSYLLIUM HUSK,3.4,Not Control,64574.29,62753.09,1821.2
1880,00603,LIDOCAINE,700,Not Control,10965426.08,10682636.02,282790.06
1881,00536,PSYLLIUM HUSK,3.4,Not Control,29583.76,28755.58,828.18
1882,NA,NA,NA,NA,132.32,73.92,58.4
1883,00781,RANITIDINE HYDROCHLORIDE,150,Not Control,970571.51,951012.52,19558.99
1884,00781,RANITIDINE HYDROCHLORIDE,300,Not Control,145352.32,141119.46,4232.86
1886,00409,LEVETIRACETAM,100,Not Control,59886.89,52378.31,7508.58
1890,00409,MORPHINE SULFATE,2,CII,3046546.47,1917287.8699999999,1129258.6
1891,00409,MORPHINE SULFATE,4,CII,2781860.4,1457444.93,1324415.47
1892,00409,MORPHINE SULFATE,8,CII,6575.7699999999995,4991.89,1583.88
1893,00409,MORPHINE SULFATE,10,CII,633449.79,302747.81,330701.98
1901,00378,MIDODRINE HYDROCHLORIDE,2.5,Not Control,320254405.91,316966309.34,3288096.57
1902,00378,MIDODRINE HYDROCHLORIDE,5,Not Control,299051.35,291972.77,7078.58
1903,00378,MIDODRINE HYDROCHLORIDE,10,Not Control,402313.22,395703.22000000003,6610
1905,00527,ZIDOVUDINE,300,Not Control,5536.43,5521.48,14.95
1910,00378,CLONAZEPAM,0.5,CIV,1003024.54,910657.46,92367.08
1911,00115,RIMANTADINE HYDROCHLORIDE,100,Not Control,146836.92,105259.35,41577.57
1912,00378,CLONAZEPAM,1,CIV,952224.86,895464.51,56760.35
1914,00378,CLONAZEPAM,2,CIV,260100.44,247105.23,12995.21
1918,00409,SODIUM CHLORIDE,9,Not Control,5842.12,5840.12,2
1919,NA,NA,NA,NA,795.24,795.24,0
1931,00527,CLARITHROMYCIN,250,Not Control,82809.67,82339.40000000001,470.27
1932,00527,CLARITHROMYCIN,500,Not Control,988980.09,977260,11720.09
1938,NA,NA,NA,NA,454.2,417.7,36.5
1940,00264,POTASSIUM CHLORIDE,14.9,Not Control,1979780,1959599.25,20180.75
1941,00781,AZITHROMYCIN MONOHYDRATE,500,Not Control,173151.41,170523.72,2627.69
1943,00781,AMOXICILLIN; AMOXICILLIN SODIUM; CLAVULANATE POTASSIUM,562.5; 437.5; 62.5,Not Control,98770.65,93575.3,5195.35
