Product.Code,Labeler.Code,Substance.Name,Strength,DEA.Schedule,Total.Reimbursed,Medicaid.Reimbursed,Private.Reimbursed
0644,51079,CYCLOBENZAPRINE HYDROCHLORIDE,10,Not Control,48424378.07,45153335.45,3271042.62
0645,55111,OMEPRAZOLE,40,Not Control,26774061.84,25421140.69,1352921.15
0646,61314,NEOMYCIN SULFATE; POLYMYXIN B SULFATE; HYDROCORTISONE,3.5; 10000; 10,Not Control,7402806.82,7320885.23,81921.59
0647,50111,FLUOXETINE HYDROCHLORIDE,10,Not Control,29340116.97,28278636.31,1061480.66
0648,50111,FLUOXETINE HYDROCHLORIDE,20,Not Control,42839807.25,41446243.62,1393563.63
0649,65162,OXCARBAZEPINE,300,Not Control,311069938.92,307566534.86,3503404.06
0650,45802,LORATADINE,10,Not Control,54190447.87,50952784.34,3237663.53
0651,10019,SEVOFLURANE,250,Not Control,7537263.79,7187703.4,349560.39
0652,16714,CIPROFLOXACIN HYDROCHLORIDE,500,Not Control,8459713.39,8233104.45,226608.94
0653,60951,MORPHINE SULFATE,30,CII,17768621.85,16297527.44,1471094.41
0654,00078,DEFERASIROX,90,Not Control,4414364.97,4307946.45,106418.52
0655,NA,NA,NA,NA,24313444.79,23824013.45,489431.33999999997
0656,61314,CIPROFLOXACIN HYDROCHLORIDE,3,Not Control,85748156.14,85110973.57,637182.57
0657,NA,NA,NA,NA,31827773.07,30495566.57,1332206.5
0658,00093,CALCITRIOL,0.5,Not Control,59492755.8,57149915.26,2342840.54
0659,00187,DIAZEPAM,20,CIV,19764217.7,18457580.419999998,1306637.28
0660,00113,IBUPROFEN,100,Not Control,2537216.25,2418265.41,118950.84
0661,16714,GABAPENTIN,100,Not Control,4426110.51,4119536.58,306573.93
0662,16714,GABAPENTIN,300,Not Control,18476036.79,18218119.41,257917.38
0663,55111,PARICALCITOL,1,Not Control,16875649.84,16695336.85,180312.99
0664,65862,ARIPIPRAZOLE,15,Not Control,46913384.86,33592698.58,13320686.28
0665,65862,ARIPIPRAZOLE,20,Not Control,11770125.78,11560068.8,210056.98
0666,65862,ARIPIPRAZOLE,30,Not Control,516149.41000000003,509497.95999999996,6651.45
0667,50383,LIDOCAINE; PRILOCAINE,25; 25,Not Control,25437493.76,25362836.5,74657.26
0668,00713,HYDROCORTISONE VALERATE,2,Not Control,5698415.53,5645836.08,52579.45
0669,65162,ACEBUTOLOL HYDROCHLORIDE,200,Not Control,226393.92,221969.91,4424.01
0670,00093,GEMFIBROZIL,600,Not Control,10071397.52,9954864.24,116533.28
0671,67405,HYDROXYZINE HYDROCHLORIDE,25,Not Control,12336871.4,12083486.23,253385.16999999998
0672,00115,ZOLMITRIPTAN,5,Not Control,21251718.919999998,21141870.22,109848.7
0673,65162,RISPERIDONE,1,Not Control,8248485.53,8106441.12,142044.41
0674,00185,HYDROXYZINE PAMOATE,25,Not Control,8931648.63,8813749.36,117899.27
0675,00121,VALPROIC ACID,250,Not Control,3287665.41,3239492.57,48172.84
0676,00591,DICLOFENAC SODIUM,100,Not Control,2032021.3,2018908.31,13112.99
0677,64764,FEBUXOSTAT,80,Not Control,12596419.41,11924519.459999999,671899.95
0678,49884,NIFEDIPINE,60,Not Control,5530010.33,5401143.71,128866.62
0679,13811,ARIPIPRAZOLE,2,Not Control,33035994.11,32195102.18,840891.93
0680,13811,ARIPIPRAZOLE,5,Not Control,96073522.87,92265836.81,3807686.06
0681,13811,ARIPIPRAZOLE,10,Not Control,61876236.57,60343191.73,1533044.84
0682,00173,ALBUTEROL SULFATE,90,Not Control,746330847.12,742091936.72,4238910.4
0683,13811,ARIPIPRAZOLE,20,Not Control,46148201.72,45549354,598847.72
0684,13811,ARIPIPRAZOLE,30,Not Control,118704623.14,117156995.51,1547627.63
0685,16714,SIMVASTATIN,80,Not Control,4569260.38,4152988.3,416272.08
0686,49348,CLEMASTINE FUMARATE,1.34,Not Control,9670901.74,8816958.99,853942.75
0687,00185,ETODOLAC,500,Not Control,68289291.56,66867686.84,1421604.72
0688,00093,LAMOTRIGINE,5,Not Control,2820427.5,2637431.98,182995.52
0689,49884,METOCLOPRAMIDE HYDROCHLORIDE,10,Not Control,14971143.95,14372830.29,598313.66
0690,63323,ACETYLCYSTEINE,200,Not Control,1547946.03,1407099.12,140846.91
0691,16714,FLUCONAZOLE,100,Not Control,31782071.42,31162532.490000002,619538.93
0692,16714,FLUCONAZOLE,150,Not Control,10675905.51,10450184.75,225720.76
0693,16714,FLUCONAZOLE,200,Not Control,53398594.05,52748808.27,649785.78
0694,63304,MINOCYCLINE HYDROCHLORIDE,50,Not Control,3630157.37,3612457.96,17699.41
0695,00173,SALMETEROL XINAFOATE; FLUTICASONE PROPIONATE,50; 100,Not Control,140693730.07,138417307.7,2276422.37
0696,00173,SALMETEROL XINAFOATE; FLUTICASONE PROPIONATE,50; 250,Not Control,696431155.3,689695635.55,6735519.75
0697,00173,SALMETEROL XINAFOATE; FLUTICASONE PROPIONATE,50; 500,Not Control,344901589.33,341725097.74,3176491.59
0698,16714,VALACYCLOVIR HYDROCHLORIDE,500,Not Control,7690608.3,6578491.78,1112116.52
0699,68180,TRAMADOL HYDROCHLORIDE,300,CIV,2876617.08,2828809.95,47807.13
0700,45802,TACROLIMUS,1,Not Control,206815346.51,199581873.88,7233472.63
0701,61314,SULFACETAMIDE SODIUM,100,Not Control,1545833905.52,1534907601.6599998,10926303.86
0702,NA,NA,NA,NA,52863905.29,52449548.28,414357.01
0703,65162,FLUOCINOLONE ACETONIDE,0.11,Not Control,10252965.93,9959299.24,293666.69
0704,00713,HYDROCODONE BITARTRATE; ACETAMINOPHEN,7.5; 325,CII,24566978.96,23939756.18,627222.78
0705,65162,ESCITALOPRAM OXALATE,5,Not Control,16195957.040000001,15698329.77,497627.27
0706,51645,ACETAMINOPHEN,500,Not Control,422800.2,418830.4,3969.8
0707,00185,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE,10; 6.25,Not Control,4387702.41,3322797.93,1064904.48
0708,NA,NA,NA,NA,976793.87,954856.11,21937.76
0709,66993,MIRTAZAPINE,15,Not Control,1429176.3699999999,954925.92,474250.45
0710,47335,TOPIRAMATE,50,Not Control,143440826.23,128692890.59,14747935.64
0711,00093,FLURBIPROFEN,100,Not Control,30815701.31,29300727.79,1514973.52
0712,47335,TOPIRAMATE,200,Not Control,39578598.32,38849317.99,729280.33
0713,65162,GUANFACINE HYDROCHLORIDE,2,Not Control,18035173.37,17609597.82,425575.55
0714,17478,CIPROFLOXACIN HYDROCHLORIDE,3,Not Control,1994821.74,1977026.52,17795.22
0715,00173,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,45; 21,Not Control,24589636.5,24090837.76,498798.74
0716,00173,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,115; 21,Not Control,127254253.42,124598666.74,2655586.68
0717,00173,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,230; 21,Not Control,89366783.35,87956704.01,1410079.34
0718,00173,FLUTICASONE PROPIONATE,44,Not Control,263219596.06,259176257.91,4043338.15
0719,00173,FLUTICASONE PROPIONATE,110,Not Control,475457441.98,469598751.2,5858690.78
0720,00173,FLUTICASONE PROPIONATE,220,Not Control,232981963.94,219363905.89,13618058.05
0721,00121,FLUOXETINE HYDROCHLORIDE,20,Not Control,3401223.34,3304053.14,97170.2
0722,00378,TIZANIDINE HYDROCHLORIDE,2,Not Control,32978019.15,32750723.36,227295.79
0723,00378,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE,10; 25,Not Control,65446905.36,64656513.74,790391.62
0724,00378,TIZANIDINE HYDROCHLORIDE,4,Not Control,12656898.68,12475038.69,181859.99
0725,55111,MONTELUKAST SODIUM,10,Not Control,23880802,23380035.6,500766.4
0726,31722,MONTELUKAST SODIUM,10,Not Control,9351822.26,9199340.88,152481.38
0727,00121,RANITIDINE,15,Not Control,16326128.28,15980845.22,345283.06
0728,00009,CLINDAMYCIN PHOSPHATE,150,Not Control,162040.47,160422.96,1617.51
0729,55111,ALLOPURINOL,100,Not Control,16000695.8,15778108.43,222587.37
0730,00187,BUPROPION HYDROCHLORIDE,150,Not Control,135015678.76,110595990.02,24419688.74
0731,00187,BUPROPION HYDROCHLORIDE,300,Not Control,33061217.9,32747530.26,313687.64
0732,45802,ACETAMINOPHEN,120,Not Control,444937.75,443612.82,1324.93
0733,00093,METOPROLOL TARTRATE,50,Not Control,7287798.85,7099847.7,187951.15
0734,00378,FLUOXETINE HYDROCHLORIDE,10,Not Control,7983645.83,7426818.5,556827.33
0735,00378,FLUOXETINE HYDROCHLORIDE,20,Not Control,28950605.01,28154094.78,796510.23
0736,45802,CLINDAMYCIN PHOSPHATE; BENZOYL PEROXIDE,10; 50,Not Control,6688268.43,6545498.1,142770.33
0737,64380,ERGOCALCIFEROL,1.25,Not Control,15239098.3,15061053.71,178044.59
0738,63323,FAMOTIDINE,10,Not Control,2214257.32,1766338.42,447918.9
0739,63323,FAMOTIDINE,10,Not Control,3030720.78,2454246.3,576474.48
0739,63323,FAMOTIDINE,10,Not Control,3030720.78,2454246.3,576474.48
0740,49348,DIMETHICONE,20,Not Control,1528183.98,1477087.8,51096.18
0741,00065,TETRACAINE HYDROCHLORIDE,5,Not Control,14218755.1,13685037.75,533717.35
0742,17478,VANCOMYCIN HYDROCHLORIDE,250,Not Control,4248419.55,4140749.45,107670.1
0743,NA,NA,NA,NA,2016819.98,1978690.91,38129.07
0744,NA,NA,NA,NA,426924.65,422558.04,4366.610000000001
0745,NA,NA,NA,NA,6277932.68,6194020.41,83912.27
0746,00009,MEDROXYPROGESTERONE ACETATE,150,Not Control,24791708.16,23714265.58,1077442.58
0747,51991,DULOXETINE HYDROCHLORIDE,30,Not Control,10365600.42,10259166.68,106433.74
0748,NA,NA,NA,NA,18284765.56,18133529.12,151236.44
0749,NA,NA,NA,NA,5878593.43,3909927.84,1968665.59
0750,10147,KETOCONAZOLE,20,Not Control,19543412.59,19001115.28,542297.31
0751,00378,CYCLOBENZAPRINE HYDROCHLORIDE,10,Not Control,92136713.59,90231368.52,1905345.07
0752,68180,AMLODIPINE BESYLATE,10,Not Control,116171381.2,114200870.59,1970510.61
0753,65162,BENAZEPRIL HYDROCHLORIDE,20,Not Control,39785395.03,38693567.98,1091827.05
0754,62756,OLANZAPINE,10,Not Control,56268275.37,55613235.48,655039.89
0755,62756,OLANZAPINE,15,Not Control,34636777.18,33533258.2,1103518.98
0756,00173,LAMOTRIGINE,100,Not Control,14128223.33,13160865.43,967357.9
0757,62756,OLANZAPINE,20,Not Control,39118067.28,36769812.02,2348255.2600000002
0758,00009,METHYLPREDNISOLONE SODIUM SUCCINATE,500,Not Control,15177622.1,14447321.24,730300.86
0759,00121,PREDNISOLONE SODIUM PHOSPHATE,15,Not Control,21194092.56,20687508.05,506584.51
0760,00009,CLINDAMYCIN PALMITATE HYDROCHLORIDE,75,Not Control,8656991.44,8445106.29,211885.15
0761,00378,CYCLOBENZAPRINE HYDROCHLORIDE,7.5,Not Control,13027285.18,12147332.74,879952.44
0762,68382,CLARITHROMYCIN,500,Not Control,42785549.99,42182841.02,602708.97
0763,55111,MONTELUKAST SODIUM,4,Not Control,27400635.009999998,26798624.54,602010.47
0764,49884,FENTANYL,100,CII,3690545.93,3652703.78,37842.15
0765,NA,NA,NA,NA,4185837.84,4121492.15,64345.69
0766,17478,PROGESTERONE,100,Not Control,1917606.51,1890148.91,27457.6
0767,17478,PROGESTERONE,200,Not Control,3218962.32,3157868.0100000002,61094.31
0768,NA,NA,NA,NA,47016.75,46758.17,258.58
0769,65162,WARFARIN SODIUM,10,Not Control,739962.91,654425.86,85537.05
0770,00536,DIPHENHYDRAMINE HYDROCHLORIDE,12.5,Not Control,6100893.39,6080959.44,19933.95
0771,00093,PRAVASTATIN SODIUM,10,Not Control,5872775.84,5766885.32,105890.52
0772,00121,HYDROCODONE BITARTRATE; ACETAMINOPHEN,7.5; 325,CII,23793249.07,21940703.02,1852546.05
0773,60505,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,36; 4.5,Not Control,8168445.32,8054039.39,114405.93
0774,51079,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,20,Not Control,6753582.3,5855046.04,898536.26
0775,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.875; 1.875; 1.875; 1.875,CII,15336048.04,13069817.49,2266230.55
0776,00173,LAMOTRIGINE,100,Not Control,15111509.81,13092951.18,2018558.6300000001
0777,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,3.75; 3.75; 3.75; 3.75,CII,60618187.85,59114993.46,1503194.39
0778,00093,CARBAMAZEPINE,100,Not Control,3332904.2,3283043.15,49861.05
0779,00555,MEDROXYPROGESTERONE ACETATE,10,Not Control,9146875.65,9012106.92,134768.73
0780,00591,SUCRALFATE,1,Not Control,22151609.76,21892893.82,258715.94
0781,00378,FEXOFENADINE HYDROCHLORIDE,60,Not Control,6520587.54,5483250.57,1037336.97
0782,00378,FEXOFENADINE HYDROCHLORIDE,180,Not Control,6067568.21,5992036.8,75531.41
0783,00173,OMEGA-3-ACID ETHYL ESTERS,900,Not Control,68277293.3,66725769.11,1551524.19
0784,76125,ALBUMIN HUMAN,5,Not Control,953052.67,950745.9,2306.77
0785,24208,NEOMYCIN SULFATE; POLYMYXIN B SULFATE; BACITRACIN ZINC; HYDROCORTISONE,3.5; 10000; 400; 10,Not Control,229648.97,222900.85,6748.12
0787,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,2.5; 2.5; 2.5; 2.5,CII,58123543.25,57351692.86,771850.39
0788,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,5; 5; 5; 5,CII,55965540.18,55222476.31,743063.87
0789,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,7.5; 7.5; 7.5; 7.5,CII,42266229.31,41639857.34,626371.97
0790,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,1.25; 1.25; 1.25; 1.25,CII,10917769.21,10778136.93,139632.28
0791,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,3.75; 3.75; 3.75; 3.75,CII,23941612.69,23581150.75,360461.94
0792,00555,DEXTROAMPHETAMINE SACCHARATE; AMPHETAMINE ASPARTATE MONOHYDRATE; DEXTROAMPHETAMINE SULFATE; AMPHETAMINE SULFATE,6.25; 6.25; 6.25; 6.25,CII,15708017.25,15472790.78,235226.47
0793,NA,NA,NA,NA,618818.98,494606.54,124212.44
0794,00591,DICYCLOMINE HYDROCHLORIDE,10,Not Control,16514790.26,16292275.24,222515.02
0795,00591,DICYCLOMINE HYDROCHLORIDE,20,Not Control,6811293.12,6598277.6,213015.52
0796,00591,SULFASALAZINE,500,Not Control,15221764.93,15062026.78,159738.15
0797,62756,DIVALPROEX SODIUM,250,Not Control,108709766.52,79827657.52,28882109
0798,62756,DIVALPROEX SODIUM,500,Not Control,13692150.89,13538201.69,153949.2
0799,00185,RIFAMPIN,300,Not Control,676334.83,670380.01,5954.82
0800,00310,ACLIDINIUM BROMIDE,400,Not Control,311493169.35,300817889.58,10675279.77
0801,00591,HYDROXYZINE PAMOATE,50,Not Control,81591743.17,80298091.09,1293652.08
0802,42858,MORPHINE SULFATE,30,CII,149579416.15,148305955.23,1273460.92
0803,42858,MORPHINE SULFATE,60,CII,62851479.48,62451575.66,399903.82
0804,42858,MORPHINE SULFATE,100,CII,102424558.15,101484238.41,940319.74
0805,64764,RAMELTEON,8,Not Control,44030440.74,41067205.82,2963234.92
0806,42799,IVERMECTIN,3,Not Control,43302247.56,40909402.71,2392844.85
0807,50383,AMANTADINE HYDROCHLORIDE,50,Not Control,46638903.160000004,43875776.29,2763126.87
0808,68084,TRAMADOL HYDROCHLORIDE,50,CIV,2814229.0100000002,2776799.64,37429.37
0809,00173,DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE,.5; .4,Not Control,84781947.35,79996718.60000001,4785228.75
0810,00093,NORTRIPTYLINE HYDROCHLORIDE,10,Not Control,20882794.05,20429546.94,453247.11
0811,00093,NORTRIPTYLINE HYDROCHLORIDE,25,Not Control,4225911.63,4144611.87,81299.76
0812,00093,NORTRIPTYLINE HYDROCHLORIDE,50,Not Control,4625153.58,4531070.79,94082.79
0813,00093,NORTRIPTYLINE HYDROCHLORIDE,75,Not Control,2181979.94,2055883.9,126096.04000000001
0814,25021,LEUCOVORIN CALCIUM,100,Not Control,12225209.58,12109026.98,116182.6
0814,25021,LEUCOVORIN CALCIUM,100,Not Control,12225209.58,12109026.98,116182.6
0815,NA,NA,NA,NA,5470664.22,4795507.17,675157.05
0816,25021,LEUCOVORIN CALCIUM,350,Not Control,16172940.77,15772393.42,400547.35
0816,25021,LEUCOVORIN CALCIUM,350,Not Control,16172940.77,15772393.42,400547.35
0817,51991,PROPRANOLOL HYDROCHLORIDE,60,Not Control,19791526.4,19511553.5,279972.9
0818,51991,PROPRANOLOL HYDROCHLORIDE,80,Not Control,24272881.69,23885831.81,387049.88
0819,31722,ARIPIPRAZOLE,2,Not Control,52078550.42,51155423.12,923127.3
0820,00574,TESTOSTERONE CYPIONATE,200,CIII,128768939.89999999,126811294.17,1957645.73
0821,49884,TRAMADOL HYDROCHLORIDE,100,CIV,10633461.6,10482413.41,151048.19
0822,00004,OSELTAMIVIR PHOSPHATE,6,Not Control,267565347.32,264120649.9,3444697.42
0823,49884,TRAMADOL HYDROCHLORIDE,300,CIV,9516841.23,9406845.81,109995.42
0824,50383,SULFAMETHOXAZOLE; TRIMETHOPRIM,200; 40,Not Control,9144323.56,8918329.83,225993.73
0825,49884,METOPROLOL SUCCINATE,25,Not Control,46497322.99,45272170.72,1225152.27
0826,37205,CETIRIZINE HYDROCHLORIDE,5,Not Control,4004636.3,3678307.67,326328.63
0827,31722,ARIPIPRAZOLE,10,Not Control,66158789.36,65116774.27,1042015.09
0828,31722,ARIPIPRAZOLE,15,Not Control,32632473.39,32117988.37,514485.02
0829,31722,ARIPIPRAZOLE,20,Not Control,120885203.56,119693166.71,1192036.85
0830,31722,ARIPIPRAZOLE,30,Not Control,51020126.31,50323979.07,696147.24
0831,00555,WARFARIN SODIUM,1,Not Control,16091976.29,15876040.51,215935.78
0832,00093,CLONAZEPAM,0.5,CIV,17891032.2,17602870.98,288161.22
0833,00093,CLONAZEPAM,1,CIV,28935187.84,28445987.15,489200.69
0834,00093,CLONAZEPAM,2,CIV,4595848.43,4472664.29,123184.14
0835,00555,WARFARIN SODIUM,10,Not Control,12646287.379999999,12480567.62,165719.76
0836,51991,EPINASTINE HYDROCHLORIDE,0.5,Not Control,6582981.04,6492522.47,90458.56999999999
0837,51991,CETIRIZINE HYDROCHLORIDE,1,Not Control,61676145.19,61595531.39,80613.8
0838,51991,CYPROHEPTADINE HYDROCHLORIDE,4,Not Control,17401932.65,17124303.43,277629.22000000003
0839,60505,BUDESONIDE,32,Not Control,12983091.61,12838022.22,145069.39
0840,NA,NA,NA,NA,29169923.78,28718895.87,451027.91
0841,00603,ACETAMINOPHEN,160,Not Control,5012380.23,4952884.4,59495.83
0842,00603,ACETAMINOPHEN,160,Not Control,3451039.77,3383983,67056.77
0843,67467,HUMAN IMMUNOGLOBULIN G,50,Not Control,20306422.14,16549681.97,3756740.17
0844,00008,PANTOPRAZOLE SODIUM,40,Not Control,10504796.18,10233627.2,271168.98
0845,60505,OLOPATADINE HYDROCHLORIDE,665,Not Control,9848637.63,9561488.82,287148.81
0846,68180,NA,NA,Not Control,5542855.99,5518220.62,24635.37
0847,52544,NA,NA,Not Control,25569211.09,25369582.29,199628.80000000002
0848,NA,NA,NA,NA,29358735.91,29010860.3,347875.61
0849,62037,ENOXAPARIN SODIUM,40,Not Control,13498033.04,13262828.04,235205
0850,NA,NA,NA,NA,9528802.81,9151309.02,377493.79
0851,00113,ALUMINUM HYDROXIDE; MAGNESIUM HYDROXIDE; DIMETHICONE,400; 400; 40,Not Control,525541.28,517323.74,8217.54
0852,50111,VALPROIC ACID,250,Not Control,132304879.2,131615984.04,688895.16
0853,49348,NICOTINE,4,Not Control,657236.26,653576.43,3659.83
0854,68180,NA,NA,Not Control,2569965.79,2558092.73,11873.06
0855,00603,DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN,10; 100,Not Control,8284651.16,8247237.03,37414.13
0856,60793,LEVOTHYROXINE SODIUM,125,Not Control,123997.35,121350.73,2646.62
0857,00603,GUAIFENESIN,100,Not Control,7955292.78,7946978.46,8314.32
0858,00574,COLISTIMETHATE SODIUM,150,Not Control,1684438.45,1655184.52,29253.93
0859,00173,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,100; 25,Not Control,17872026.64,17608616.86,263409.78
0860,00591,LISINOPRIL; HYDROCHLOROTHIAZIDE,10; 12.5,Not Control,23789090.02,23373092.3,415997.72000000003
0861,00591,LISINOPRIL; HYDROCHLOROTHIAZIDE,20; 12.5,Not Control,9649157.93,9517235.78,131922.15
0862,00591,LISINOPRIL; HYDROCHLOROTHIAZIDE,20; 25,Not Control,14948877.7,14738114.56,210763.13999999998
0863,62037,ENOXAPARIN SODIUM,100,Not Control,17163563.37,16890632.36,272931.01
0864,62037,ENOXAPARIN SODIUM,120,Not Control,9479201.6,9054490.77,424710.82999999996
0865,54458,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,312430.98,307058.96,5372.0199999999995
0866,00173,ALBIGLUTIDE,30,Not Control,13525146.08,13392390.83,132755.25
0867,49884,DRONABINOL,2.5,CIII,5252894.61,5181667.33,71227.28
0868,49884,DRONABINOL,5,CIII,9479117.18,9358422.96,120694.22
0869,00173,UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,62.5; 25,Not Control,16808324.44,16624931.709999999,183392.73
0870,51079,CARBAMAZEPINE,100,Not Control,852113.47,830705.4,21408.07
0871,53150,ZOLEDRONIC ACID,4,Not Control,2093592.67,1753474.58,340118.09
0872,00555,MEDROXYPROGESTERONE ACETATE,2.5,Not Control,89967360.17999999,89254368.61,712991.57
0873,00555,MEDROXYPROGESTERONE ACETATE,5,Not Control,4665910.63,4616728.53,49182.1
0874,00555,WARFARIN SODIUM,4,Not Control,939302.22,920710.17,18592.05
0875,68180,NA,NA,Not Control,192032.46,188715.48,3316.98
0876,68180,NORETHINDRONE,0.35,Not Control,8993256.72,8983133.4,10123.32
0877,66993,CALCIPOTRIENE,50,Not Control,15229535.95,15081277.76,148258.19
0878,54458,HYDROCHLOROTHIAZIDE,50,Not Control,8409238.41,8339212.42,70025.99
0879,54458,HYDROCHLOROTHIAZIDE,25,Not Control,1144319.24,1111910.62,32408.62
0880,60758,FLUOROMETHOLONE,1,Not Control,10425009.73,10313651.95,111357.78
0881,51079,CLONAZEPAM,0.5,CIV,2706364.33,2653215.43,53148.9
0882,00555,HYDROXYUREA,500,Not Control,5164534.73,5101271.9,63262.83
0883,NA,NA,NA,NA,428038.71,409926.05,18112.66
0884,54458,PIOGLITAZONE HYDROCHLORIDE,30,Not Control,2403353.94,2279569.84,123784.1
0885,54458,PIOGLITAZONE HYDROCHLORIDE,15,Not Control,301450.63,296184.66,5265.97
0886,54458,LISINOPRIL; HYDROCHLOROTHIAZIDE,10; 12.5,Not Control,4532528.63,4455594.28,76934.35
0887,00555,ESTRADIOL,2,Not Control,2342482.38,2294033.24,48449.14
0888,54458,CLOPIDOGREL BISULFATE,75,Not Control,21913573.97,21806289.33,107284.64
0889,54458,CITALOPRAM HYDROBROMIDE,40,Not Control,1333736.72,1297491.2,36245.52
0890,54458,MONTELUKAST SODIUM,10,Not Control,5123963.89,5038195.09,85768.8
0891,62175,ATORVASTATIN CALCIUM,20,Not Control,7762903.66,7721361.33,41542.33
0892,00093,ETODOLAC,400,Not Control,11075257.55,10960147.25,115110.3
0893,54458,BENAZEPRIL HYDROCHLORIDE,40,Not Control,12148212.6,11690557.26,457655.34
0894,47335,CLOPIDOGREL BISULFATE,75,Not Control,60027454.32,59139967.38,887486.9400000001
0895,NA,NA,NA,NA,3092824.45,3066319.86,26504.59
0896,49348,ISOPROPYL ALCOHOL,0.7,Not Control,7180316.21,7119396.94,60919.27
0897,62175,ATORVASTATIN CALCIUM,80,Not Control,10076644.54,10037654.53,38990.01
0898,66993,CLOTRIMAZOLE; BETAMETHASONE DIPROPIONATE,10; .5,Not Control,13464372.4,13328313.59,136058.81
0899,68180,NA,NA,Not Control,2199735.23,2157351.93,42383.3
0900,43478,PROPRANOLOL HYDROCHLORIDE,60,Not Control,26325080.83,25138947.09,1186133.74
0901,67253,ALPRAZOLAM,0.5,CIV,97825958.68,92930694.58,4895264.1
0902,67253,ALPRAZOLAM,1,CIV,23040789.82,22496646.06,544143.76
0903,67253,ALPRAZOLAM,2,CIV,5358626.49,5268139.02,90487.47
0904,63304,VALACYCLOVIR HYDROCHLORIDE,500,Not Control,13267163.89,13118743.62,148420.27
0905,63304,VALACYCLOVIR HYDROCHLORIDE,1,Not Control,15768488.28,15570639.86,197848.42
0906,47335,QUETIAPINE FUMARATE,300,Not Control,3285194.54,3244982.96,40211.58
0907,47335,QUETIAPINE FUMARATE,400,Not Control,4589859.28,4548377.3,41481.98
0908,60758,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,10000; 1,Not Control,819457.09,815379.1,4077.9900000000002
0909,NA,NA,NA,NA,146490.86000000002,146184.75,306.11
0910,24208,ERYTHROMYCIN,5,Not Control,16730266.08,16432881.58,297384.5
0911,63402,ARFORMOTEROL TARTRATE,15,Not Control,35500612.35,22143811.13,13356801.22
0912,NA,NA,NA,NA,3930729.96,3736046.2,194683.76
0913,NA,NA,NA,NA,70584.25,70117.48,466.77
0914,54123,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,1.4; .36,CIII,4525695.25,4426335.98,99359.27
0915,NA,NA,NA,NA,11407642.23,11349779.79,57862.44
0916,54458,LOVASTATIN,10,Not Control,27079268.240000002,26562095.85,517172.39
0917,NA,NA,NA,NA,14856877.61,14554199.3,302678.31
0918,64764,FEBUXOSTAT,40,Not Control,20687012.3,20341213.44,345798.86
0919,45802,CETIRIZINE HYDROCHLORIDE,10,Not Control,10866981.94,10761499.82,105482.12
0920,52544,OXYBUTYNIN,3.9,Not Control,3552265.84,3260971.49,291294.35
0921,10147,HALOPERIDOL DECANOATE,50,Not Control,1401324.17,1375414.02,25910.15
0922,10147,HALOPERIDOL DECANOATE,100,Not Control,17364874.63,16418259.76,946614.87
0923,00008,PANTOPRAZOLE SODIUM,40,Not Control,6534280.51,6068677.67,465602.84
0924,00378,BUPRENORPHINE HYDROCHLORIDE,8,CIII,36899412.87,35710316.86,1189096.01
0925,00555,WARFARIN SODIUM,3,Not Control,15787028.17,15643195.62,143832.55
0926,54458,PRAVASTATIN SODIUM,20,Not Control,11131456.44,11014972.88,116483.56
0927,54458,PRAVASTATIN SODIUM,10,Not Control,729173.92,717262.71,11911.210000000001
0928,00641,PROMETHAZINE HYDROCHLORIDE,25,Not Control,16781124.75,11029899.82,5751224.93
